NAME	NES_6H	FDR_6H	NES_24H	FDR_24H	NES_48H	FDR_48H	NES_96H	FDR_96H
GOBP_LEUKOCYTE_MIGRATION	0.9810944	0.84752554	1.0456519	0.79276645	1.2086542	0.5114764	1.7424428	0.019168375
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	0.9810235	0.8474058	0.5069463	0.999655	-0.7855228	0.94657016	-0.77053857	0.9680388
GOBP_AUTOPHAGY_OF_PEROXISOME	0.98065436	0.84804606	0.6233847	0.996325	0.43764654	1.0	-0.5262199	0.9973669
GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	0.9800767	0.8492445	0.9661343	0.8572307	1.1276519	0.6111178	1.1970437	0.34609127
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	0.9800325	0.84905297	1.3497012	0.51594865	1.5120951	0.21069807	2.046626	0.0005831703
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	0.9794445	0.8502742	1.0266193	0.81337434	1.2693427	0.44596356	1.3793046	0.18138272
GOBP_RESPONSE_TO_AMYLOID_BETA	0.97925466	0.8504647	1.1821637	0.66210747	1.3972527	0.32389295	1.6317481	0.0453917
GOBP_INTRACELLULAR_MAGNESIUM_ION_HOMEOSTASIS	0.9789544	0.85094035	1.1141117	0.72607344	1.0247272	0.7391587	1.0751163	0.49626935
GOBP_AMIDE_TRANSPORT	0.97893465	0.8506824	1.0185018	0.8214925	1.4214824	0.30630243	1.6918172	0.029615268
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	0.9786528	0.8510995	0.83867836	0.9424801	1.2350903	0.48421398	1.4763654	0.1157173
GOBP_ENDOSOMAL_VESICLE_FUSION	0.9783923	0.85146534	0.6781634	0.9903497	-0.72031236	0.9623738	-0.9327682	0.8679995
GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	0.97821337	0.8516147	1.1367786	0.69877356	1.3080724	0.40861702	1.4943441	0.10616994
GOBP_OTOLITH_DEVELOPMENT	0.9781155	0.8515579	-1.3315356	0.82061774	-1.2383695	0.6614566	-1.143669	0.62748206
GOBP_REGULATION_OF_IMMUNE_RESPONSE	0.97751117	0.852813	1.1726401	0.6730199	1.196221	0.5255513	1.5023729	0.101963215
GOBP_REGULATION_OF_HETEROCHROMATIN_ORGANIZATION	0.9771832	0.8533635	0.8092951	0.9580247	0.65537935	0.9794042	-0.6447595	0.9895025
GOBP_DENDRITE_EXTENSION	0.9770907	0.8532982	-1.1045113	0.88285714	-0.99101436	0.848695	0.89438224	0.7545461
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	0.9770644	0.85305876	0.86229956	0.93017024	1.2935951	0.4237121	1.7079445	0.025913155
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX	0.9769614	0.8530153	1.2372316	0.6166101	1.453698	0.26853865	1.5720224	0.068107255
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ANERGY	0.9766263	0.85356975	0.9052282	0.9057817	0.9681577	0.80511713	0.96098524	0.65683746
GOBP_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	0.9758816	0.8551875	1.1648524	0.67831856	1.3396733	0.38102642	1.4826058	0.11178887
GOBP_INORGANIC_ANION_TRANSPORT	0.9758792	0.8548841	1.1238947	0.7114705	1.2948967	0.42305377	1.4314573	0.14385894
GOBP_CELL_CELL_SIGNALING_BY_WNT	0.9758027	0.8547703	1.1467949	0.69465613	1.297116	0.4210169	1.8524759	0.0067510875
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	0.9756865	0.85476315	0.7719035	0.9730791	1.1641598	0.5661848	1.5125185	0.096404836
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	0.9755942	0.85469455	0.9357182	0.8840103	1.0690639	0.6814171	1.5134522	0.09598579
GOBP_POSITIVE_REGULATION_OF_LYSOSOME_ORGANIZATION	0.9754041	0.85487247	1.2109545	0.6371483	1.4019761	0.3201635	1.5652263	0.07124377
GOBP_PROTEIN_POLY_ADP_RIBOSYLATION	0.97517526	0.8551545	1.4104562	0.48734158	1.1728802	0.55660945	1.2507944	0.29251966
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	0.97508305	0.85508806	1.2247458	0.6251345	1.0310712	0.7329964	1.0943778	0.4709583
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	0.974995	0.855011	1.2030689	0.64544743	1.4687562	0.24977362	1.6502221	0.04039246
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	0.97498417	0.8547312	1.1915673	0.65436	1.3907752	0.32670045	1.8989817	0.0040934086
GOBP_SELF_PROTEOLYSIS	0.9749002	0.85464185	-0.86770964	0.9679748	1.0482111	0.7077863	-0.7190761	0.985233
GOBP_THYMOCYTE_MIGRATION	0.9746377	0.85501254	0.88876754	0.9148736	0.94197404	0.83466154	1.2638721	0.28022617
GOBP_POSITIVE_REGULATION_OF_TRANSPORT	0.97453827	0.8549653	0.98180085	0.8438338	1.2136178	0.5073617	1.7543246	0.017326638
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	0.97423935	0.85543025	1.1966225	0.65082383	0.9508365	0.82676166	1.2027903	0.3401265
GOBP_CELLULAR_RESPONSE_TO_LIPID	0.9740046	0.8557331	1.1502181	0.69021684	1.2837926	0.4322853	1.7391424	0.019678745
GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	0.9735629	0.8565529	0.5880131	0.9995477	0.97769254	0.79562265	1.1304915	0.42386168
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	0.9734756	0.8564723	0.98924416	0.8370007	1.3378106	0.38021734	1.8862504	0.004658768
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	0.9732589	0.8567174	-0.85016596	0.967902	0.77281696	0.945048	1.2234466	0.31967354
GOBP_SUPEROXIDE_METABOLIC_PROCESS	0.97265875	0.8579554	0.8283967	0.9468976	0.95482224	0.8224621	1.493983	0.10635797
GOBP_LIPID_METABOLIC_PROCESS	0.9726371	0.8577029	0.96592796	0.85637325	1.0687991	0.6818927	1.3355838	0.21710502
GOBP_PRO_B_CELL_DIFFERENTIATION	0.9725763	0.8575508	0.9163528	0.8951906	1.1672587	0.5635116	0.826646	0.835382
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	0.9723268	0.85788625	0.8723171	0.9233874	1.0774477	0.6713306	1.2694092	0.27596286
GOBP_PROTEIN_LOCALIZATION_TO_PHOTORECEPTOR_OUTER_SEGMENT	0.9720579	0.8582735	-0.7694134	0.97735685	1.1380875	0.59572124	1.0974915	0.46695924
GOBP_REGULATION_OF_TRANSCRIPTION_BY_GLUCOSE	0.97196066	0.8582129	1.1128559	0.72784	0.9515557	0.8262513	0.90893435	0.73521173
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	0.9718404	0.85820884	1.0820838	0.7580808	1.0685239	0.6819492	1.4907364	0.10783924
GOBP_RESPONSE_TO_LIGHT_INTENSITY	0.97167265	0.8583342	0.9548382	0.8670911	0.92884773	0.84811026	0.85420436	0.8054631
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	0.97152764	0.8584009	1.3527054	0.51771134	1.4531561	0.26954538	1.8011782	0.011337268
GOBP_PROTEIN_HOMOTETRAMERIZATION	0.9713071	0.8586599	0.86092913	0.9300345	0.78095746	0.9428052	-0.80369145	0.9562413
GOBP_REGULATION_OF_PHOSPHORYLATION	0.97117805	0.8586782	0.96334505	0.85864764	1.0555792	0.69783956	1.5362604	0.08416545
GOBP_NEUROBLAST_PROLIFERATION	0.9709559	0.8589445	1.3525561	0.5170441	1.4258696	0.30447087	1.5135194	0.09598538
GOBP_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	0.9708516	0.8589024	0.64282125	0.99449927	0.8071418	0.9321935	1.5351676	0.08482894
GOBP_AMINO_ACID_TRANSPORT	0.9702589	0.8601293	1.1172863	0.7225807	1.1480598	0.58581275	1.3829542	0.1786278
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	0.9700916	0.8602456	0.7310066	0.986173	-0.8593198	0.92315227	-0.8743777	0.92139196
GOBP_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	0.9696757	0.8609931	1.0683472	0.7690201	1.327427	0.3928822	1.4771278	0.115310974
GOBP_REGULATION_OF_CELLULAR_PH	0.9693029	0.86164767	0.9366825	0.88311666	1.0108986	0.7569775	1.2271407	0.3158852
GOBP_BROWN_FAT_CELL_DIFFERENTIATION	0.9692625	0.861444	1.1609133	0.6849668	1.5539396	0.1755776	1.8786927	0.005021067
GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION	0.9690106	0.8617757	0.9777296	0.8447528	1.1659607	0.56442106	1.3024043	0.24651399
GOBP_CELLULAR_COMPONENT_DISASSEMBLY	0.96895313	0.86161715	0.7565024	0.9790791	0.7703421	0.94607615	1.3038781	0.2451102
GOBP_HEPARIN_METABOLIC_PROCESS	0.96892905	0.8613707	0.8855814	0.9157373	1.3602442	0.3559198	1.3846996	0.17752197
GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	0.9684945	0.86218137	1.2537398	0.6000113	1.169651	0.5606861	1.2119522	0.33095053
GOBP_NEURON_PROJECTION_ORGANIZATION	0.9684111	0.8620867	-0.9175	0.94658077	0.9243459	0.85230744	1.4316435	0.14372914
GOBP_LABYRINTHINE_LAYER_DEVELOPMENT	0.96839494	0.8618216	0.90786445	0.902719	1.1640943	0.56591135	2.049902	0.0005616221
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	0.96813107	0.86219126	1.0909139	0.75073004	1.3081672	0.408624	1.7702612	0.015334709
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT	0.96806747	0.86205405	0.8486076	0.93650335	-1.0863172	0.77411693	1.6448156	0.041790955
GOBP_RADIAL_GLIA_GUIDED_PYRAMIDAL_NEURON_MIGRATION	0.9679965	0.861931	-1.1312604	0.8640561	-1.1832105	0.7097797	0.96335906	0.65320855
GOBP_REGULATION_OF_RELAXATION_OF_MUSCLE	0.9676091	0.86261535	1.0869694	0.7546183	1.0991095	0.6440503	1.5907146	0.060221348
GOBP_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS	0.96736443	0.8629351	1.168773	0.67501384	1.4159486	0.31222486	1.1829013	0.36127645
GOBP_CARDIAC_PACEMAKER_CELL_DEVELOPMENT	0.9673205	0.8627424	0.97648686	0.8456778	1.1741756	0.5545769	1.3180333	0.23227614
GOBP_REGULATION_OF_KIDNEY_SIZE	0.9673088	0.8624656	1.0448313	0.7938724	0.9901169	0.785161	1.2168808	0.3263047
GOBP_SMOOTH_MUSCLE_CONTRACTION	0.96658623	0.86401594	1.1997088	0.6493067	1.3818094	0.33570784	1.5908908	0.06016554
GOBP_REGULATION_OF_CATALYTIC_ACTIVITY	0.9665164	0.86389077	0.9752293	0.8466426	1.0952381	0.6496911	1.6033913	0.05546201
GOBP_ORGANELLE_DISASSEMBLY	0.9665013	0.86362344	0.7025936	0.98952335	0.6401424	0.9828423	1.0731709	0.49882594
GOBP_GRANULOCYTE_CHEMOTAXIS	0.9664732	0.8633868	0.8644802	0.92852956	0.90670717	0.87134504	1.2912283	0.25706607
GOBP_CELLULAR_RESPONSE_TO_WATER_STIMULUS	0.9662908	0.8635475	0.7892148	0.9660003	0.9648224	0.80926377	1.162926	0.38427693
GOBP_MESONEPHRIC_DUCT_FORMATION	0.9662042	0.8634612	-0.7399831	0.9783668	-1.1197672	0.7542839	-0.96788627	0.84460115
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	0.9659277	0.86386055	-0.9851085	0.91947055	0.8170924	0.92885244	1.5097771	0.09787323
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	0.96581507	0.8638481	1.1988115	0.6490022	0.93327236	0.8446482	0.830751	0.8317787
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE	0.96572995	0.86376065	-1.0065842	0.912183	1.1438214	0.58816344	1.8626162	0.006032487
GOBP_GENITALIA_DEVELOPMENT	0.9656954	0.86354285	1.1448163	0.6940667	1.3187354	0.3986708	1.2027891	0.34003314
GOBP_REGULATION_OF_IRON_ION_TRANSPORT	0.965554	0.8635949	0.8631429	0.9293146	1.0403827	0.71856284	0.63157755	0.9732371
GOBP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS	0.96470636	0.8654558	1.2877413	0.576748	1.2676221	0.447997	1.1809448	0.3632359
GOBP_NEURAL_TUBE_FORMATION	0.96457773	0.8654778	0.86887926	0.924566	0.972296	0.8001411	1.4414117	0.13717955
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	0.96456623	0.8652022	0.7861944	0.966703	-0.82546973	0.9336204	0.9907796	0.6158075
GOBP_SEXUAL_REPRODUCTION	0.9641238	0.8660348	1.0084076	0.83014905	0.93994486	0.83665675	-1.1788098	0.5880244
GOBP_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION	0.963852	0.8664319	1.1537938	0.687394	0.70111513	0.9698649	-0.8644937	0.93017036
GOBP_CELLULAR_RESPONSE_TO_X_RAY	0.96351576	0.8669867	1.1514298	0.688621	0.9552114	0.82224554	-1.0866957	0.6958438
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	0.963362	0.867076	1.1319727	0.70071876	1.226334	0.49410754	1.6841946	0.031342115
GOBP_SINGLE_FERTILIZATION	0.96327466	0.86699235	1.3143723	0.5461207	1.2836268	0.43198505	1.2871128	0.26083964
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	0.962997	0.86738974	1.1088005	0.72906476	1.402515	0.3202999	1.6415058	0.04264217
GOBP_REGULATION_OF_CELL_GROWTH	0.9629725	0.8671459	1.1379277	0.69803953	1.1483206	0.5860187	1.6226879	0.04839794
GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	0.9620566	0.8691737	0.9949648	0.83426446	1.3923987	0.32659477	0.93121845	0.7010008
GOBP_RETINA_HOMEOSTASIS	0.9617093	0.8697574	-1.5401031	0.7376239	-0.73627734	0.9607242	-0.7257203	0.98394006
GOBP_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY	0.96161413	0.86969733	-0.7156431	0.98554635	0.90844697	0.86961395	1.2743019	0.27189264
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	0.96159124	0.8694514	1.0966899	0.74502087	1.2361765	0.48421007	1.4092519	0.15853676
GOBP_REGULATION_OF_MRNA_EXPORT_FROM_NUCLEUS	0.96146077	0.8694757	0.64794374	0.993577	-0.5833169	0.9790483	-0.5716036	0.9963027
GOBP_POSITIVE_REGULATION_OF_TRANSLATION	0.96144104	0.86921924	0.9736737	0.847802	0.964923	0.80925053	-0.6997746	0.98338073
GOBP_MYELOID_LEUKOCYTE_MIGRATION	0.9613867	0.86905265	1.0223737	0.8164633	1.2019659	0.51778543	1.6040175	0.055279262
GOBP_RESPONSE_TO_DIETARY_EXCESS	0.96138245	0.86875814	1.1977313	0.6500454	1.3987815	0.32384342	1.5347186	0.0850085
GOBP_ACTIN_FILAMENT_BASED_PROCESS	0.961263	0.8687593	1.0001112	0.83323646	1.3106089	0.40759376	2.1486695	0.00015275626
GOBP_REGULATION_OF_PRIMARY_MIRNA_PROCESSING	0.9610453	0.86901414	-0.71512955	0.98488677	0.6266057	0.9859071	1.2916855	0.2566737
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ANION_TRANSPORT	0.96101135	0.8687948	-0.99854267	0.9171358	-0.9407032	0.8807231	-0.8061503	0.95465016
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	0.9609723	0.8685865	1.1830131	0.66060054	1.7168978	0.08392771	2.1756637	9.295778e-05
GOBP_NEGATIVE_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS	0.9607706	0.86879355	1.173634	0.6725369	1.4172649	0.3110861	1.1907943	0.3525287
GOBP_GRANZYME_MEDIATED_PROGRAMMED_CELL_DEATH_SIGNALING_PATHWAY	0.96072036	0.86861897	-1.0065222	0.9110677	-1.024341	0.8163041	-0.81765825	0.9536322
GOBP_NEUROINFLAMMATORY_RESPONSE	0.96063495	0.86852974	1.0051802	0.83153164	1.2895302	0.42632306	1.5712643	0.068491496
GOBP_CARBOHYDRATE_PHOSPHORYLATION	0.9606092	0.8682908	-0.677831	0.9892034	-0.7187442	0.9616989	-0.7265135	0.98474133
GOBP_DIAPEDESIS	0.96034175	0.86865216	-0.49679464	1.0	-1.295772	0.60713166	-1.30711	0.42904273
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	0.9600148	0.8691821	0.83650315	0.94335675	1.0681406	0.6825036	1.6931196	0.029265966
GOBP_POSITIVE_REGULATION_OF_EATING_BEHAVIOR	0.95986027	0.8692662	0.753458	0.9809275	-0.6846384	0.97121817	0.979243	0.63238543
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT	0.9596018	0.86961687	0.7751801	0.9722318	0.8586049	0.9054018	1.4132178	0.15575904
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	0.9593806	0.86987615	1.0179813	0.82174665	0.94674444	0.83035725	1.2006545	0.3420152
GOBP_RESPONSE_TO_MINERALOCORTICOID	0.95906216	0.87036115	-1.0096216	0.91146195	-0.8217251	0.9345352	0.88611835	0.7653776
GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM	0.9587969	0.8707339	1.2405095	0.6141199	1.5786343	0.15622538	1.3774755	0.18260345
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.9586933	0.87069535	1.1050389	0.7336793	1.6293027	0.12815832	1.4849023	0.1106396
GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	0.9586324	0.870543	0.8953836	0.9094688	1.127538	0.6107559	1.3244954	0.2267918
GOBP_NEGATIVE_REGULATION_OF_SEROTONIN_SECRETION	0.9585097	0.870548	1.3008558	0.5549534	1.407924	0.31467253	1.5301775	0.0868722
GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	0.95843595	0.8704355	1.1030552	0.73529464	1.3447796	0.37569964	1.2171265	0.32620257
GOBP_RENAL_PROTEIN_ABSORPTION	0.95831877	0.87042284	0.72838455	0.9869123	1.0652539	0.6857944	1.7669009	0.015611942
GOBP_POSITIVE_REGULATION_OF_CELL_SIZE	0.9581278	0.8705949	0.948381	0.8717244	1.0644795	0.6866944	1.1868677	0.35669246
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	0.957242	0.87252617	1.0334018	0.80736476	1.0524652	0.70145667	1.4273832	0.14593875
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.9569032	0.87308615	1.0246899	0.81483036	1.1384187	0.5957399	1.6765553	0.03322187
GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	0.9566011	0.8735444	0.943478	0.8752649	1.3393389	0.38108185	1.2850043	0.26256123
GOBP_ASSOCIATIVE_LEARNING	0.95656526	0.8733322	-1.1611806	0.8518859	0.83112586	0.9218081	1.564977	0.07122254
GOBP_CYTOKINE_PRODUCTION	0.95638674	0.8734768	1.0520922	0.78604394	1.1061835	0.63699543	1.6497962	0.040428236
GOBP_MOVEMENT_IN_HOST	0.9561673	0.8737139	1.06954	0.7683852	1.1583859	0.57376236	1.6437836	0.041922405
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	0.95549303	0.87511647	1.0821171	0.7583019	1.3389243	0.38080442	1.7918613	0.012460227
GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS	0.95533496	0.8752116	-0.4482489	1.0	-1.2214183	0.67323285	-1.272164	0.46999955
GOBP_AXIS_ELONGATION	0.95502645	0.87568545	1.3017741	0.55476433	1.446611	0.27365506	1.1889644	0.35433862
GOBP_REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	0.9546601	0.87629807	1.1868256	0.6581142	-0.4558296	0.99553967	1.4386516	0.13929419
GOBP_CHROMOSOME_ATTACHMENT_TO_THE_NUCLEAR_ENVELOPE	0.95455325	0.87626743	-0.7327536	0.9805931	-1.3259947	0.5907431	-1.2418449	0.5086912
GOBP_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT	0.95428365	0.87664336	-0.95461154	0.92954683	0.74519414	0.95482695	-1.5328887	0.18915571
GOBP_RESPONSE_TO_VIRUS	0.9541104	0.87677836	1.3325045	0.5305798	1.0930288	0.65148145	1.4619439	0.124289066
GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR	0.9541071	0.8764828	-0.9970869	0.9173504	1.0072113	0.76259714	1.4540997	0.12868857
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_REM_SLEEP	0.9541012	0.87619305	-1.3769424	0.77652115	-0.64094955	0.97419524	0.7727724	0.8916288
GOBP_SEMICIRCULAR_CANAL_DEVELOPMENT	0.95409715	0.8758994	-0.9145673	0.94756234	-1.0895473	0.7716349	-1.271391	0.4710958
GOBP_REGULATION_OF_MACROPHAGE_PROLIFERATION	0.95341146	0.8773177	0.52567023	1.0	-0.6010291	0.97911537	0.68246007	0.95126945
GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID	0.952814	0.8785274	1.1178364	0.721937	1.212733	0.50782794	1.3468511	0.2090849
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	0.9527031	0.8785065	1.1775125	0.66757965	1.3705909	0.34550905	2.1454515	0.00016726977
GOBP_ENDOPLASMIC_RETICULUM_MEMBRANE_ORGANIZATION	0.95256764	0.8785397	0.7127281	0.9879174	0.4882403	0.9987621	0.7687801	0.895034
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	0.95253	0.8783314	1.0628643	0.773016	0.852681	0.9081117	1.3802091	0.18054488
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	0.9525089	0.8780823	1.458838	0.4541497	1.5473244	0.18204558	1.5733	0.06742627
GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE	0.95238984	0.87808055	0.72567075	0.98543113	0.69654924	0.9716552	1.5273043	0.08837412
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	0.9523789	0.8778038	1.0085648	0.830305	0.73615026	0.9591325	-0.91184956	0.8899926
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	0.95212525	0.87813604	0.7552261	0.97980493	0.9313296	0.8461654	1.5020982	0.10208732
GOBP_REGULATION_OF_SALIVA_SECRETION	0.95207876	0.8779526	-0.8819762	0.9634516	-1.0564895	0.7948198	-1.4085002	0.30511987
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	0.9518161	0.87830955	1.2630317	0.5958166	1.3931674	0.32667595	1.4006752	0.16487245
GOBP_REGULATION_OF_PROTEIN_MATURATION	0.95154387	0.8786917	1.4138763	0.4838345	1.4764408	0.2419395	1.7146118	0.024673365
GOBP_NOTOCHORD_FORMATION	0.9513225	0.8789404	1.1453373	0.69525844	-0.97839814	0.85131824	-1.0563344	0.73009175
GOBP_NEGATIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	0.9509083	0.8796778	0.79114616	0.96452594	0.56453186	0.9958631	1.2065201	0.33675522
GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	0.95089674	0.87940335	1.0793248	0.7576104	1.2190135	0.50010395	1.5958186	0.05809583
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL	0.950836	0.87924993	0.980603	0.84382063	-0.7791028	0.9487174	-1.0494834	0.7401019
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.95056504	0.87962973	1.1201217	0.71742797	0.88104033	0.8908578	1.4619298	0.12424245
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	0.9504967	0.8794986	0.8818441	0.9176714	0.884732	0.8872576	1.0642459	0.5097111
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY	0.95027953	0.8797388	0.77721304	0.9721551	0.8926021	0.8819053	0.9800446	0.6311732
GOBP_NEGATIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	0.95021075	0.87961084	1.3111471	0.54492563	1.3488183	0.37070292	1.2681315	0.27669063
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.95008993	0.8796088	1.0113686	0.8276906	1.0331022	0.73027164	1.5174285	0.093963996
GOBP_RESPONSE_TO_NITROSATIVE_STRESS	0.94993716	0.8796927	0.7315267	0.98580676	0.58341444	0.9928127	-0.9383064	0.8666634
GOBP_ASYMMETRIC_STEM_CELL_DIVISION	0.9497247	0.87993044	1.1549522	0.68777263	1.1065165	0.6370097	-1.0253168	0.7664964
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	0.9494054	0.88042814	1.1458943	0.6956464	1.5520616	0.17625952	1.9908478	0.0012596049
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	0.94937265	0.8802071	0.9886999	0.8370011	1.0124474	0.7544461	1.3583807	0.19911747
GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	0.948866	0.88117033	-0.8469735	0.96679235	-0.727772	0.9605392	1.0573891	0.5197466
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	0.9482163	0.8824898	-1.4886085	0.7850047	-0.7319758	0.9589716	1.2182491	0.3248118
GOBP_TRANSCRIPTION_ELONGATION_COUPLED_CHROMATIN_REMODELING	0.9481277	0.8824132	0.6320399	0.9959454	-0.83127123	0.9335377	0.8874039	0.7636046
GOBP_AUTOPHAGY_OF_MITOCHONDRION	0.94801354	0.8823963	0.70612335	0.98956317	0.51641613	0.99780005	1.1075933	0.45323375
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	0.947822	0.88256687	1.6583772	0.23610765	1.7507297	0.07131615	1.822149	0.009204908
GOBP_SPHINGOLIPID_METABOLIC_PROCESS	0.9475958	0.8828317	0.8594845	0.93101454	1.0792059	0.6687486	1.3023878	0.24645157
GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT	0.94728416	0.8833057	1.1959946	0.6508638	0.8602388	0.9059836	1.2935128	0.25502607
GOBP_NEGATIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	0.9472094	0.8831901	0.6984061	0.9900371	1.1839951	0.5409027	1.7980813	0.011721821
GOBP_RE_ENTRY_INTO_MITOTIC_CELL_CYCLE	0.9471354	0.88307166	1.0361739	0.80498993	-0.7106929	0.9648613	0.6477139	0.96757936
