NAME	NES_6H	FDR_6H	NES_24H	FDR_24H
GOBP_MEMBRANE_BIOGENESIS	0.6936205	0.9934001	0.5113981	0.9943996
GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS	0.6933353	0.9934164	-1.1108927	0.8154574
GOBP_UBIQUITIN_DEPENDENT_GLYCOPROTEIN_ERAD_PATHWAY	0.69322	0.9932703	1.1582208	0.5589474
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	0.6930335	0.99319756	0.98251384	0.7484695
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	0.69296205	0.99301124	1.0480968	0.67684853
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	0.6928348	0.9928794	0.95110285	0.7810063
GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS	0.69242746	0.9930101	0.7883441	0.9096388
GOBP_CRISTAE_FORMATION	0.69178975	0.9933605	-0.7681502	0.94420195
GOBP_COPII_COATED_VESICLE_CARGO_LOADING	0.6917075	0.99318177	1.0250752	0.701335
GOBP_CELLULAR_RESPONSE_TO_RADIATION	0.69154847	0.9930804	1.1130642	0.6057609
GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN	0.69141096	0.9929558	-0.8856273	0.90794706
GOBP_REGULATION_OF_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	0.6913756	0.99273413	-1.2782755	0.719407
GOBP_MESANGIAL_CELL_DEVELOPMENT	0.6913017	0.992547	1.139895	0.57952064
GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION	0.6909933	0.9925807	1.6360806	0.15374567
GOBP_ONE_CARBON_METABOLIC_PROCESS	0.6905731	0.9927269	-1.272875	0.72367245
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	0.69052243	0.9925233	-0.7898636	0.93497425
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	0.69018996	0.99258286	1.0198479	0.7077649
GOBP_EXTRACELLULAR_EXOSOME_ASSEMBLY	0.6901843	0.99233425	1.6381286	0.1528232
GOBP_NORADRENERGIC_NEURON_DEVELOPMENT	0.6901339	0.99212873	-0.6192533	0.9748668
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	0.6888415	0.993085	-0.9430572	0.8722172
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	0.6884912	0.99316144	0.7739139	0.9163131
GOBP_LATERAL_VENTRICLE_DEVELOPMENT	0.68846333	0.99293554	1.5408425	0.2221644
GOBP_NUCLEOSIDE_TRANSPORT	0.688135	0.99298596	0.9925401	0.73740894
GOBP_PROTEIN_TO_MEMBRANE_DOCKING	0.6880359	0.9928242	-0.8291709	0.9219762
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY	0.6879411	0.99265707	-0.5548415	0.9865736
GOBP_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION	0.68774813	0.9925828	1.3789132	0.3645023
GOBP_RESPONSE_TO_OXYGEN_RADICAL	0.6876444	0.9924241	-0.8891471	0.907198
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	0.6871862	0.9925958	-0.6578185	0.97050065
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	0.6871579	0.9923677	-1.0586419	0.8251431
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	0.68708163	0.99218494	1.02106	0.7060305
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	0.68687224	0.992122	0.90324277	0.8212665
GOBP_ODONTOBLAST_DIFFERENTIATION	0.68672466	0.99200714	-0.57536906	0.9827883
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT	0.6863651	0.99207866	0.78140014	0.91408885
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	0.6861728	0.9920038	1.3278763	0.40440366
GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	0.68590325	0.9920021	-1.1879933	0.76959074
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	0.68473226	0.9928246	0.6374001	0.96759194
GOBP_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	0.68447554	0.99280816	1.0030633	0.72700185
GOBP_NEGATIVE_REGULATION_OF_AMINE_METABOLIC_PROCESS	0.68421334	0.9927969	1.1029375	0.6161292
GOBP_BOX_C_D_SNORNP_ASSEMBLY	0.6839213	0.99280894	-0.7789371	0.94326174
GOBP_TELOMERE_ORGANIZATION	0.68366224	0.99278903	0.6486634	0.96399313
GOBP_ADAPTIVE_IMMUNE_MEMORY_RESPONSE	0.68363994	0.99255806	1.0985582	0.6208681
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT	0.6833181	0.9925999	1.4405923	0.31413132
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT	0.68274415	0.9928629	0.982033	0.74844074
GOBP_REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	0.68244195	0.9928858	0.7246364	0.9362837
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	0.6818334	0.9931791	0.7374802	0.93101907
GOBP_RECEPTOR_METABOLIC_PROCESS	0.6816404	0.9931008	1.0155939	0.71259904
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	0.68098724	0.9934383	1.013195	0.7158237
GOBP_PINOCYTOSIS	0.680982	0.99319136	1.1519539	0.5675987
GOBP_AUDITORY_BEHAVIOR	0.6806904	0.99320126	-0.8448001	0.92000794
GOBP_REGULATION_OF_RESPIRATORY_BURST	0.6805399	0.9930839	0.7208208	0.93731385
GOBP_POST_EMBRYONIC_EYE_MORPHOGENESIS	0.67996395	0.993353	-1.101579	0.8184481
GOBP_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR	0.6790528	0.9939152	0.9128285	0.81267816
GOBP_VOCALIZATION_BEHAVIOR	0.67867774	0.99399275	-0.97312057	0.86434454
GOBP_RESPIRATORY_CHAIN_COMPLEX_III_ASSEMBLY	0.67860436	0.9938036	-0.71274453	0.95907295
GOBP_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	0.6777242	0.9943289	1.1419514	0.5772438
GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	0.6773429	0.9944124	-0.72385705	0.9569605
GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	0.67719716	0.9942897	-1.4159927	0.66870874
GOBP_PROTEIN_HETEROOLIGOMERIZATION	0.6771564	0.9940742	-1.2627505	0.72269404
GOBP_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION	0.6769342	0.9940175	1.1341186	0.58558536
GOBP_REGULATION_OF_SEROTONIN_SECRETION	0.6757282	0.99481905	1.2756501	0.4455769
GOBP_POLYAMINE_TRANSMEMBRANE_TRANSPORT	0.67568505	0.99460113	1.0640018	0.6593386
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	0.67564017	0.9943898	1.0047193	0.7255718
GOBP_AMIDE_CATABOLIC_PROCESS	0.67552906	0.99423707	1.6787041	0.1320099
GOBP_REGULATION_OF_BONE_DEVELOPMENT	0.67526644	0.99421066	0.95241743	0.7793696
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	0.6752093	0.9940094	1.2599185	0.4606656
GOBP_ENDOTHELIAL_CELL_MATRIX_ADHESION	0.67471784	0.99418527	-0.9623129	0.8644662
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	0.67437404	0.9942329	0.5546298	0.9890641
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION	0.6742226	0.99411637	1.2129091	0.5048508
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	0.6740716	0.99399817	0.87659246	0.84616286
GOBP_REGULATION_OF_POSTSYNAPSE_ASSEMBLY	0.6737886	0.9939902	0.84514725	0.8699591
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	0.6735796	0.9939201	1.3137617	0.4194505
GOBP_PROTEIN_NEDDYLATION	0.67329943	0.99391234	-0.9621595	0.86329913
GOBP_POSITIVE_REGULATION_OF_CELL_MATURATION	0.67270505	0.9941727	0.9388121	0.7910971
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	0.67267627	0.9939479	0.8714937	0.8497818
GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	0.67245054	0.99388796	1.4273019	0.32450226
GOBP_AMINO_ACID_BETAINE_TRANSPORT	0.67191744	0.9940979	1.3157362	0.41683283
GOBP_POSITIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	0.67166054	0.99406666	0.91065127	0.8143714
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	0.67093366	0.99443483	-0.8800158	0.9093088
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	0.67074627	0.99434376	0.75968593	0.92419064
GOBP_PROSTATIC_BUD_FORMATION	0.6706671	0.9941593	-0.92014015	0.8866936
GOBP_REGULATION_OF_DEPHOSPHORYLATION	0.66927075	0.9950948	0.9250044	0.8006533
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	0.6669667	0.99676085	1.0022099	0.7282228
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	0.6659646	0.9973315	1.3958418	0.35283515
GOBP_REGULATION_PROTEIN_CATABOLIC_PROCESS_AT_POSTSYNAPSE	0.6649888	0.99785775	-1.1134816	0.81666124
GOBP_AMIDE_BIOSYNTHETIC_PROCESS	0.66489685	0.99767953	-0.79253775	0.9370463
GOBP_RESPONSE_TO_UNFOLDED_PROTEIN	0.66438586	0.9978408	-1.4008338	0.67209285
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	0.6641169	0.99780273	0.54604185	0.99098104
GOBP_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	0.6639545	0.99768496	1.3057296	0.4274195
GOBP_INNER_CELL_MASS_CELL_PROLIFERATION	0.6634978	0.99780035	-1.6188258	0.47990876
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING	0.6633198	0.997696	0.75985676	0.92416793
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	0.6633186	0.99744606	0.5651356	0.9864539
GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	0.6626641	0.9977153	-0.9542926	0.87039423
GOBP_CELLULAR_RESPONSE_TO_LEUCINE_STARVATION	0.6617197	0.9982092	0.70785344	0.9417703
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS	0.66169024	0.99797964	-0.99516404	0.8601593
GOBP_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING	0.6610151	0.99826634	0.46965787	0.99770904
GOBP_ZYGOTIC_DETERMINATION_OF_ANTERIOR_POSTERIOR_AXIS_EMBRYO	0.6607254	0.9982435	1.2090741	0.5074075
GOBP_REGULATION_OF_MITOTIC_RECOMBINATION	0.66040576	0.99824226	-0.7158182	0.95780635
GOBP_SECRETORY_GRANULE_ORGANIZATION	0.65998197	0.99831784	1.1076872	0.61048466
GOBP_REGULATION_OF_MRNA_BINDING	0.6589815	0.9988489	-1.1191189	0.812498
GOBP_CHROMOSOME_LOCALIZATION	0.6583258	0.9991088	-1.0308129	0.8417527
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM	0.6572868	0.99964947	0.9447096	0.786662
GOBP_NEURAL_PLATE_DEVELOPMENT	0.656732	0.9998275	-1.2249842	0.7438033
GOBP_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING	0.6563523	0.9998695	-0.89371765	0.9036327
GOBP_MACROAUTOPHAGY	0.65634525	0.99962586	0.9407709	0.7891702
GOBP_REGULATION_OF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	0.65553564	0.99998903	1.0254655	0.7011446
GOBP_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	0.6549392	1.0	0.8219841	0.8859426
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	0.65295446	1.0	1.0492084	0.67525417
GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	0.65150017	1.0	1.1576493	0.5594237
GOBP_VIRAL_GENE_EXPRESSION	0.65128666	1.0	0.65567887	0.96253204
GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	0.65086704	1.0	-1.4639726	0.6551087
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SUMOYLATION	0.6508254	1.0	0.49386987	0.9949238
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT	0.65038383	1.0	1.0131704	0.71569586
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	0.6502971	1.0	0.8510252	0.8659112
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	0.6502424	1.0	-0.6841793	0.96404654
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION	0.65011823	1.0	1.2662764	0.45296714
GOBP_HISTONE_MONOUBIQUITINATION	0.64997685	1.0	-0.9224942	0.8853211
GOBP_RENAL_VESICLE_DEVELOPMENT	0.6490909	1.0	1.1294838	0.5889575
GOBP_REGULATION_OF_TETRAPYRROLE_METABOLIC_PROCESS	0.6474209	1.0	-0.97914183	0.86679465
GOBP_V_D_J_RECOMBINATION	0.6472077	1.0	1.2885083	0.43860292
GOBP_TYPE_I_PNEUMOCYTE_DIFFERENTIATION	0.6467927	1.0	-0.6969274	0.96015537
GOBP_STABILIZATION_OF_MEMBRANE_POTENTIAL	0.64672494	1.0	0.96295863	0.76658595
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE_RAFT	0.6464853	1.0	-0.7006404	0.95780647
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	0.64606786	1.0	0.5134191	0.9941791
GOBP_REGULATION_OF_HAIR_FOLLICLE_MATURATION	0.64593875	1.0	1.2134771	0.50422513
GOBP_NON_MOTILE_CILIUM_ASSEMBLY	0.6457058	1.0	0.94379956	0.786324
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE	0.64534754	1.0	0.84558034	0.86965233
GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION	0.6452902	1.0	-1.4579988	0.6407582
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION	0.64483565	1.0	0.7363292	0.9310582
GOBP_MIDBODY_ABSCISSION	0.6436324	1.0	-0.5759273	0.9830022
GOBP_PIECEMEAL_MICROAUTOPHAGY_OF_THE_NUCLEUS	0.6436041	1.0	0.9910595	0.738187
GOBP_PSEUDOURIDINE_SYNTHESIS	0.64332265	1.0	-1.0863202	0.8160837
GOBP_LEUKOTRIENE_TRANSPORT	0.64321107	1.0	1.2903877	0.43692964
GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT	0.64289886	1.0	0.9831554	0.7474016
GOBP_ISOPRENOID_CATABOLIC_PROCESS	0.6427651	1.0	1.2213769	0.49496046
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_MIGRATION	0.642732	1.0	-0.78183043	0.94084245
GOBP_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	0.6424774	1.0	-1.1494657	0.7940985
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	0.64238006	1.0	0.7716339	0.91736144
GOBP_NEGATIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.6406052	1.0	0.68182826	0.9531715
GOBP_POSITIVE_REGULATION_OF_MALE_GONAD_DEVELOPMENT	0.64039385	1.0	-0.62933147	0.9710382
GOBP_ERROR_PRONE_TRANSLESION_SYNTHESIS	0.64006567	1.0	1.0938463	0.6256318
GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_ENTRY	0.63940173	1.0	0.695017	0.9485923
GOBP_NUCLEAR_MIGRATION	0.6388009	1.0	1.0287457	0.69832224
GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.6387904	1.0	0.7736037	0.9163437
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	0.6382806	1.0	0.6347004	0.9678944
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	0.6376978	1.0	1.3120396	0.42111462
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING	0.63754714	1.0	0.6249263	0.97023654
GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT	0.6375025	1.0	-0.63376665	0.97138596
GOBP_CELLULAR_RESPONSE_TO_ACIDIC_PH	0.63700783	1.0	1.2942739	0.43248364
GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	0.6365008	1.0	-0.9047933	0.8938305
GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	0.63644916	1.0	0.5978623	0.9807628
GOBP_DNA_STRAND_RESECTION_INVOLVED_IN_REPLICATION_FORK_PROCESSING	0.63485295	1.0	1.1626837	0.55435675
GOBP_DERMATAN_SULFATE_METABOLIC_PROCESS	0.63474894	1.0	1.162526	0.5543565
GOBP_POSITIVE_REGULATION_OF_CENTROSOME_DUPLICATION	0.63424706	1.0	-1.0942239	0.8143989
GOBP_RENAL_PROTEIN_ABSORPTION	0.634047	1.0	1.1616433	0.5551988
GOBP_PORE_COMPLEX_ASSEMBLY	0.63330084	1.0	0.80766463	0.8965398
GOBP_REGULATION_OF_NADP_METABOLIC_PROCESS	0.6330497	1.0	-0.7636389	0.9451221
GOBP_PURINE_RIBONUCLEOTIDE_SALVAGE	0.63296187	1.0	1.5204602	0.24263391
GOBP_GPI_ANCHOR_METABOLIC_PROCESS	0.6324842	1.0	0.5606014	0.9878561
GOBP_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	0.63245267	1.0	1.1462803	0.57277155
GOBP_DETECTION_OF_CALCIUM_ION	0.63215154	1.0	0.65994185	0.9611404
GOBP_CELLULAR_RESPONSE_TO_CAMP	0.63191736	1.0	-0.94956404	0.8696832
GOBP_PEPTIDYL_METHIONINE_MODIFICATION	0.6318079	1.0	-0.96222556	0.8639052
GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	0.6317537	1.0	1.1318048	0.58755463
GOBP_LATE_ENDOSOME_TO_GOLGI_TRANSPORT	0.63149893	1.0	1.2206434	0.49621072
GOBP_ALDITOL_METABOLIC_PROCESS	0.631016	1.0	0.892606	0.82946414
GOBP_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY	0.6305069	1.0	-0.89953583	0.89894646
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	0.6302435	1.0	0.8540845	0.86348236
GOBP_REGULATION_OF_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	0.6301064	1.0	0.8018524	0.89998156
GOBP_TERMINAL_BUTTON_ORGANIZATION	0.62898993	1.0	0.729015	0.9342547
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	0.62892324	1.0	-1.1819062	0.7660815
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.6287177	1.0	0.9078488	0.8175706
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY	0.6283891	1.0	0.9669292	0.76415825
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_PROGRAMMED_CELL_DEATH	0.6279874	1.0	0.8708206	0.8501814
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	0.62751025	1.0	0.5909264	0.9809962
GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_FORMATION	0.62701434	1.0	0.9557041	0.7763853
GOBP_STOMACH_DEVELOPMENT	0.626744	1.0	-0.5387798	0.98806596
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	0.6266537	1.0	-1.2323387	0.74074864
GOBP_TRANSLATIONAL_INITIATION	0.62663656	1.0	-1.0003687	0.85913855
GOBP_GLYCERALDEHYDE_3_PHOSPHATE_METABOLIC_PROCESS	0.6265646	1.0	-1.1067994	0.8153715
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	0.6260768	1.0	0.98560107	0.7445529
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	0.62596875	1.0	0.8222254	0.8857834
GOBP_REGULATION_OF_PROTEIN_TARGETING	0.62571317	1.0	0.97009337	0.760269
GOBP_POSITIVE_REGULATION_OF_VESICLE_FUSION	0.62553054	1.0	0.9913589	0.7378714
GOBP_IRON_SULFUR_CLUSTER_ASSEMBLY	0.6253579	1.0	-0.67801565	0.96754396
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION	0.62446964	1.0	0.9077332	0.8174199
GOBP_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN	0.62445414	1.0	0.7115733	0.9404816
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.6232204	1.0	1.4877483	0.2687264
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	0.6230291	1.0	1.1507646	0.56944615
GOBP_METANEPHROS_MORPHOGENESIS	0.6230032	1.0	0.76882833	0.91957295
GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	0.62277114	1.0	1.2822673	0.44104367
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	0.62265	1.0	1.0895591	0.63122636
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	0.62231404	1.0	-1.236869	0.74418426
GOBP_CELLULAR_RESPONSE_TO_NITROSATIVE_STRESS	0.6214127	1.0	1.1317401	0.58713233
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	0.62123	1.0	0.81266624	0.8919342
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	0.620924	1.0	-1.402853	0.66924787
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	0.62091017	1.0	0.8662284	0.8539279
GOBP_REGULATION_OF_SUPEROXIDE_DISMUTASE_ACTIVITY	0.62065804	1.0	0.9189101	0.8081159
GOBP_CHONDROCYTE_PROLIFERATION	0.61890125	1.0	1.1908969	0.52359754
GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	0.61835015	1.0	-0.56893694	0.983257
GOBP_REGULATION_OF_CENTROSOME_DUPLICATION	0.6179964	1.0	0.7468875	0.92751884
GOBP_ER_ASSOCIATED_MISFOLDED_PROTEIN_CATABOLIC_PROCESS	0.6172729	1.0	-1.112449	0.81635225
GOBP_SEROTONIN_TRANSPORT	0.6172207	1.0	1.2347649	0.48095426
GOBP_HISTONE_UBIQUITINATION	0.61682963	1.0	-0.79877394	0.93426424
GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	0.6163647	1.0	1.200957	0.5141762
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	0.6159153	1.0	1.4601772	0.29982364
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	0.615676	1.0	-0.747721	0.9505973
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	0.61552894	1.0	0.4254263	0.99887425
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH	0.61496377	1.0	-1.3015534	0.7395631
GOBP_MOTOR_NEURON_APOPTOTIC_PROCESS	0.6148674	1.0	1.1965584	0.5186898
GOBP_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	0.6141239	1.0	-0.79141897	0.93444794
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	0.61409014	1.0	1.3992893	0.35203916
GOBP_CELLULAR_RESPIRATION	0.6124426	1.0	-1.6003307	0.4925419
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	0.6121101	1.0	-0.89259833	0.9044755
GOBP_MRNA_MODIFICATION	0.6110638	1.0	0.4854505	0.9959642
GOBP_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	0.6108528	1.0	0.7406011	0.9296581
GOBP_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER	0.61076623	1.0	-0.9637975	0.8649087
GOBP_VESICLE_TARGETING	0.6106088	1.0	0.90805155	0.8173734
GOBP_REGULATION_OF_VESICLE_SIZE	0.610215	1.0	0.95334053	0.77801764
GOBP_SEQUESTERING_OF_ACTIN_MONOMERS	0.6100976	1.0	1.0185707	0.70874053
GOBP_NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	0.6100175	1.0	0.9762561	0.75367695
GOBP_REGULATION_OF_CENTROSOME_CYCLE	0.6090657	1.0	0.6926161	0.9499674
GOBP_N_TERMINAL_PEPTIDYL_METHIONINE_ACETYLATION	0.60902846	1.0	-0.8677221	0.9111703
GOBP_NUCLEOSOME_ASSEMBLY	0.60858244	1.0	-1.0915678	0.8166577
GOBP_MRNA_METHYLATION	0.60844386	1.0	-0.65736	0.9697946
GOBP_REGULATION_OF_TESTOSTERONE_BIOSYNTHETIC_PROCESS	0.60827696	1.0	0.9680979	0.7627392
GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	0.6074734	1.0	-1.1830192	0.7699745
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM_EXIT_SITE	0.6072401	1.0	0.98229957	0.748397
GOBP_REGULATION_OF_MACROPHAGE_FUSION	0.6072198	1.0	1.0616947	0.6601712
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION	0.60710925	1.0	1.0661807	0.6575138
GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM	0.60636866	1.0	-0.86848575	0.9110772
GOBP_REGULATION_OF_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	0.60583544	1.0	1.037091	0.6896001
GOBP_PROTEIN_UFMYLATION	0.605689	1.0	-0.7815683	0.9406216
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	0.605634	1.0	0.7075523	0.941889
